care_name,prom_career,num_care,prom_career_ar
Creativity and Productivity,How to make a newsletter: A newsletter can be a great way to stay in touch with your audience and promote your business or organization. A chatbot can provide tips and templates for creating an effective newsletter.,,كيفية إنشاء رسالة إخبارية: يمكن أن تكون النشرة الإخبارية وسيلة رائعة للبقاء على اتصال مع جمهورك والترويج لشركتك أو مؤسستك. يمكن لروبوت الدردشة تقديم النصائح والقوالب لإنشاء رسالة إخبارية فعالة.
Creativity and Productivity,"How to buy home insurance: Buying home insurance can be daunting. Still, ChatGPT can guide you in selecting the right coverage for your needs and budget and understanding the different types of coverage available and what they protect against.",,"كيفية شراء التأمين على المنزل: قد يكون شراء التأمين على المنزل أمرًا شاقًا. ومع ذلك، يمكن لـ ChatGPT إرشادك في اختيار التغطية المناسبة لاحتياجاتك وميزانيتك وفهم أنواع التغطية المختلفة المتاحة وما الذي تحمي منه."
Creativity and Productivity,"How to make a podcast intro: A podcast intro can be a great way to introduce your podcast and grab your listeners' attention, and ChatGPT can provide tips and resources for creating an effective podcast intro.",,"كيفية عمل مقدمة للبودكاست: يمكن أن تكون مقدمة البودكاست طريقة رائعة لتقديم البودكاست الخاص بك وجذب انتباه المستمعين، ويمكن لـ ChatGPT تقديم النصائح والموارد لإنشاء مقدمة بودكاست فعالة."
Creativity and Productivity,"How to create a workout plan for weight loss: If you���re looking to lose weight, ChatGPT can help you create a workout plan that includes a combination of cardio and strength training exercises to burn calories and tone your body.",,"كيفية إنشاء خطة تمرين لفقدان الوزن: إذا كنت تتطلع إلى إنقاص الوزن، فيمكن أن يساعدك ChatGPT في إنشاء خطة تمرين تتضمن مزيجًا من تمارين القلب وتمارين القوة لحرق السعرات الحرارية وتقوية جسمك."
Creativity and Productivity,"How to make a logo: A logo is an essential part of your brand, and ChatGPT can provide tips and resources for creating a professional and memorable logo.",,"كيفية إنشاء شعار: يعد الشعار جزءًا أساسيًا من علامتك التجارية، ويمكن لـ ChatGPT تقديم النصائح والموارد لإنشاء شعار احترافي لا يُنسى."
Creativity and Productivity,"How to buy a car battery: Buying a car battery can be a daunting task, but ChatGPT can provide advice on selecting the right battery for your make and model of car and ensuring a proper installation.",,"كيفية شراء بطارية السيارة: يمكن أن يكون شراء بطارية السيارة مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن اختيار البطارية المناسبة لنوع وطراز سيارتك وضمان التثبيت المناسب."
Creativity and Productivity,How to make a brochure for a travel agency: A brochure can be a great way to showcase the destinations and travel packages offered by your agency. ChatGPT can provide tips and templates for creating an effective brochure.,,كيفية عمل كتيب لوكالة سفر: يمكن أن يكون الكتيب وسيلة رائعة لعرض الوجهات وعروض السفر التي تقدمها وكالتك. يمكن لـ ChatGPT تقديم النصائح والقوالب لإنشاء كتيب فعال.
Creativity and Productivity,How to create a study schedule for an exam: ChatGPT can help you create a study schedule that fits your schedule and learning style and provides tips and resources for studying effectively.,,كيفية إنشاء جدول دراسة للامتحان: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك وأسلوب التعلم الخاص بك ويقدم نصائح وموارد للدراسة بفعالية.
Creativity and Productivity,"How to make a video resume: A video resume can be a great way to showcase your skills and personality, and ChatGPT can provide tips and resources for creating an effective video resume.",,"كيفية إنشاء سيرة ذاتية بالفيديو: يمكن أن تكون السيرة الذاتية بالفيديو طريقة رائعة لعرض مهاراتك وشخصيتك، ويمكن لـ ChatGPT تقديم النصائح والموارد لإنشاء سيرة ذاتية فيديو فعالة."
Creativity and Productivity,"How to buy a used car: Buying a used car can be a daunting task, but ChatGPT can provide advice on researching different makes and models, inspecting the car, and negotiating a fair price.",,"كيفية شراء سيارة مستعملة: يمكن أن يكون شراء سيارة مستعملة مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن الماركات والموديلات المختلفة، وفحص السيارة، والتفاوض على سعر عادل."
Creativity and Productivity,"How to make a brochure for a real estate agency: A brochure can be a great way to showcase properties for sale or rent, and ChatGPT can provide tips and templates for creating an effective brochure for a real estate agency.",,"كيفية عمل كتيب لوكالة عقارية: يمكن أن يكون الكتيب وسيلة رائعة لعرض العقارات المعروضة للبيع أو الإيجار، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال لوكالة عقارية."
Creativity and Productivity,"How to create a meal plan for weight loss: If you���re looking to lose weight, ChatGPT can help you create a meal plan that includes a balanced mix of nutrient-dense foods to fuel your body and aid in weight loss.",,"كيفية إنشاء خطة وجبات لإنقاص الوزن: إذا كنت تتطلع إلى إنقاص الوزن، فيمكن أن يساعدك ChatGPT في إنشاء خطة وجبات تتضمن مزيجًا متوازنًا من الأطعمة الغنية بالعناصر الغذائية لتزويد جسمك بالطاقة والمساعدة في إنقاص الوزن."
Creativity and Productivity,How to create a website for a small business: A small business can be an excellent way to advertise your goods or services and attract new clients. Creating a website that is in line with your company���s objectives and target market is something ChatGPT ca,,كيفية إنشاء موقع ويب لشركة صغيرة: يمكن أن تكون الأعمال التجارية الصغيرة وسيلة ممتازة للإعلان عن سلعك أو خدماتك وجذب عملاء جدد. يعد إنشاء موقع ويب يتماشى مع أهداف شركتك والسوق المستهدف أمرًا رائعًا في ChatGPT
Creativity and Productivity,"How to buy a used laptop: Buying a used laptop can be a daunting task, but ChatGPT can provide advice on researching different models, inspecting the laptop, and negotiating a fair price.",,"كيفية شراء كمبيوتر محمول مستعمل: يمكن أن يكون شراء كمبيوتر محمول مستعمل مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن نماذج مختلفة، وفحص الكمبيوتر المحمول، والتفاوض على سعر عادل."
Creativity and Productivity,"How to make a brochure for a fitness center: A brochure can be a great way to showcase the services and facilities offered by a fitness center, and ChatGPT can provide tips and templates for creating an effective brochure.",,"كيفية عمل كتيب لمركز للياقة البدنية: يمكن أن يكون الكتيب وسيلة رائعة لعرض الخدمات والمرافق التي يقدمها مركز اللياقة البدنية، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال."
Creativity and Productivity,"How to create a study schedule for a distance learning course: ChatGPT can help you create a study schedule that fits your schedule and learning style, as well as provide tips and resources for studying effectively for a distance learning course.",,"كيفية إنشاء جدول دراسة لدورة التعلم عن بعد: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك وأسلوب التعلم الخاص بك، بالإضافة إلى تقديم النصائح والموارد للدراسة الفعالة لدورة التعلم عن بعد."
Creativity and Productivity,"How to make a website for an online store: Building an online store can be a great way to sell your products or services, and ChatGPT can provide guidance on creating an e-commerce website that aligns with your business goals and target audience.",,"كيفية إنشاء موقع ويب لمتجر عبر الإنترنت: يمكن أن يكون إنشاء متجر عبر الإنترنت طريقة رائعة لبيع منتجاتك أو خدماتك، ويمكن لـ ChatGPT تقديم إرشادات حول إنشاء موقع ويب للتجارة الإلكترونية يتوافق مع أهداف عملك والجمهور المستهدف."
Creativity and Productivity,"How to buy a used camera: Buying a used camera can be a daunting task, but ChatGPT can provide advice on researching different models, inspecting the camera, and negotiating a fair price.",,"كيفية شراء كاميرا مستعملة: يمكن أن يكون شراء كاميرا مستعملة مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن نماذج مختلفة، وفحص الكاميرا، والتفاوض على سعر عادل."
Creativity and Productivity,"How to make a brochure for a language school: A brochure can be a great way to showcase the languages and courses offered by a language school, and ChatGPT can provide tips and templates for creating an effective brochure.",,"كيفية عمل كتيب لمدرسة لغات: يمكن أن يكون الكتيب طريقة رائعة لعرض اللغات والدورات التي تقدمها مدرسة اللغات، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال."
Creativity and Productivity,How to create a study schedule for a graduate program: ChatGPT can help you create a study schedule that fits your schedule and learning style and provide tips and resources for studying effectively for a graduate program.,,كيفية إنشاء جدول دراسة لبرنامج الدراسات العليا: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك وأسلوب التعلم الخاص بك ويقدم نصائح وموارد للدراسة بفعالية لبرنامج الدراسات العليا.
Creativity and Productivity,How to make a website for a non-profit organization: Building a website for a non-profit organization can be a great way to promote your cause and reach new donors and volunteers. ChatGPT can guide you in creating a website that aligns with your organizat,,كيفية إنشاء موقع ويب لمنظمة غير ربحية: يمكن أن يكون إنشاء موقع ويب لمنظمة غير ربحية طريقة رائعة للترويج لقضيتك والوصول إلى مانحين ومتطوعين جدد. بإمكان ChatGPT إرشادك في إنشاء موقع ويب يتوافق مع مؤسستك
Creativity and Productivity,"How to buy a used guitar: Buying a used guitar can be a daunting task, but ChatGPT can provide advice on researching different models, inspecting the guitar, and negotiating a fair price.",,"كيفية شراء جيتار مستعمل: يمكن أن يكون شراء جيتار مستعمل مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن نماذج مختلفة، وفحص الجيتار، والتفاوض على سعر عادل."
Creativity and Productivity,"How to make a brochure for a daycare center: A brochure can be a great way to showcase the services and facilities offered by a daycare center, and ChatGPT can provide tips and templates for creating an effective brochure.",,"كيفية عمل كتيب لمركز الرعاية النهارية: يمكن أن يكون الكتيب وسيلة رائعة لعرض الخدمات والمرافق التي يقدمها مركز الرعاية النهارية، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال."
Creativity and Productivity,How to create a study schedule for a certification exam: ChatGPT can help you create a study schedule that fits your schedule and learning style and provide tips and resources for studying effectively for a certification exam.,,كيفية إنشاء جدول دراسة لامتحان الشهادة: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك وأسلوب التعلم الخاص بك ويقدم نصائح وموارد للدراسة بفعالية لامتحان الشهادة.
Creativity and Productivity,How to make a website for a freelancer: Building a website for a freelancer can be a great way to showcase your skills and portfolio and attract new clients. ChatGPT can guide you in creating a website that aligns with your professional goals and target a,,كيفية إنشاء موقع ويب للعاملين المستقلين: يمكن أن يكون إنشاء موقع ويب للعاملين المستقلين طريقة رائعة لعرض مهاراتك ومحفظتك وجذب عملاء جدد. يمكن لـ ChatGPT إرشادك في إنشاء موقع ويب يتوافق مع أهدافك المهنية ويهدف إلى تحقيق أهدافك
Creativity and Productivity,"How to make a brochure for a consulting firm: A brochure can be a great way to showcase the services and expertise offered by a consulting firm, and ChatGPT can provide tips and templates for creating an effective brochure.",,"كيفية إنشاء كتيب لشركة استشارية: يمكن أن يكون الكتيب وسيلة رائعة لعرض الخدمات والخبرات التي تقدمها شركة استشارية، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال."
Creativity and Productivity,How to create a study schedule for a homeschooling program: ChatGPT can help you create a study schedule that fits your schedule and learning style and effectively provides tips and resources for homeschooling.,,كيفية إنشاء جدول دراسة لبرنامج التعليم المنزلي: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك الزمني وأسلوب التعلم ويوفر النصائح والموارد بشكل فعال للتعليم المنزلي.
Creativity and Productivity,"How to make a website for a band: Building a website for a band can be a great way to promote your music and connect with your fans, and ChatGPT can provide guidance on creating a website that aligns with your band���s goals and target audience.",,"كيفية إنشاء موقع ويب لفرقة موسيقية: يمكن أن يكون إنشاء موقع ويب لفرقة موسيقية طريقة رائعة للترويج لموسيقاك والتواصل مع معجبيك، ويمكن لـ ChatGPT تقديم إرشادات حول إنشاء موقع ويب يتوافق مع أهداف فرقتك والجمهور المستهدف."
Creativity and Productivity,"How to buy a used car seat: Buying a used car seat can be a daunting task, but ChatGPT can provide advice on researching different models, inspecting the car seat, and ensuring its safety and compliance with current regulations.",,"كيفية شراء مقعد سيارة مستعمل: يمكن أن يكون شراء مقعد سيارة مستعمل مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن نماذج مختلفة، وفحص مقعد السيارة، والتأكد من سلامته وامتثاله للوائح الحالية."
Creativity and Productivity,"How to make a brochure for a spa: A brochure can be a great way to showcase the services and treatments offered by a spa, and ChatGPT can provide tips and templates for creating an effective brochure.",,"كيفية إعداد كتيب للمنتجع الصحي: يمكن أن يكون الكتيب طريقة رائعة لعرض الخدمات والعلاجات التي يقدمها المنتجع الصحي، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء كتيب فعال."
Creativity and Productivity,"How to create a study schedule for a law school: ChatGPT can help you create a study schedule that fits your schedule and learning style, as well as provide tips and resources for studying effectively for law school.",,"كيفية إنشاء جدول دراسة لكلية الحقوق: يمكن أن يساعدك ChatGPT في إنشاء جدول دراسة يناسب جدولك الزمني وأسلوب التعلم، بالإضافة إلى تقديم النصائح والموارد للدراسة بشكل فعال لكلية الحقوق."
Creativity and Productivity,"How to make a website for a musician: Building a website for a musician can be a great way to promote your music, connect with fans, and sell merchandise, and ChatGPT can provide guidance on creating a website that aligns with your musical goals and targe",,"كيفية إنشاء موقع ويب للموسيقي: يمكن أن يكون إنشاء موقع ويب للموسيقي طريقة رائعة للترويج لموسيقاك، والتواصل مع المعجبين، وبيع البضائع، ويمكن لـ ChatGPT تقديم إرشادات حول إنشاء موقع ويب يتوافق مع أهدافك وغاياتك الموسيقية."
SEO,Generate a list of related keywords for [TOPIC],,قم بإنشاء قائمة بالكلمات الرئيسية ذات الصلة بـ [TOPIC]
SEO,Generate a list of LSI keywords for [TOPIC],,قم بإنشاء قائمة بالكلمات الرئيسية لـ LSI لـ [الموضوع]
SEO,Create a list of related subtopics for [TOPIC],,قم بإنشاء قائمة بالموضوعات الفرعية ذات الصلة بـ [TOPIC]
SEO,Research the best analytics tools for [TOPIC] website performance,,ابحث عن أفضل أدوات التحليل لأداء موقع [TOPIC].
SEO,Research the best tactics for [TOPIC] Google My Business optimization,,ابحث عن أفضل الأساليب لتحسين [الموضوع] نشاطي التجاري على Google
Writers,Create a scene in which two characters talk about their dreams.,,أنشئ مشهدًا تتحدث فيه شخصيتان عن أحلامهما.
Health and Medicine,Can you suggest some self-care activities for stress relief?,,هل يمكنك اقتراح بعض أنشطة الرعاية الذاتية لتخفيف التوتر؟
Education,Create a magical system that emphasizes education and is based on [topic of your choice].,,قم بإنشاء نظام سحري يركز على التعليم ويعتمد على [موضوع من اختيارك].
Education,What is the Montessori method of education and how does it differ from traditional teaching methods?,,ما هي طريقة مونتيسوري في التعليم وكيف تختلف عن طرق التدريس التقليدية؟
Education,What is the difference between a traditional classroom and a blended learning environment?,,ما الفرق بين الفصول الدراسية التقليدية وبيئة التعلم المختلطة؟
Accountants,Write a case study detailing how Chat GPT assisted a company in streamlining its accounting processes.,,اكتب دراسة حالة توضح بالتفصيل كيف ساعدت Chat GPT إحدى الشركات في تبسيط عملياتها المحاسبية.
Accountants,What is the purpose of a cash flow statement and how does it complement the balance sheet and income statement?,,ما هو الغرض من قائمة التدفق النقدي وكيف تكمل الميزانية العمومية وقائمة الدخل؟
Music,"Develop a song. A textile machine operator and a luddite handweaver should compete. It should contain rhymed, witty jokes. Include the appropriate piano chords.",,تطوير أغنية. يجب أن يتنافس مشغل آلة النسيج والنساج اليدوي. يجب أن تحتوي على نكات بارعة ومقفاة. تشمل أوتار البيانو المناسبة.
Music,I want to write a midi file. Can you provide python3 code that writes a simple tune using a for loop to add each note?,,أريد أن أكتب ملف ميدي. هل يمكنك توفير كود python3 الذي يكتب نغمة بسيطة باستخدام حلقة لإضافة كل ملاحظة؟
Game Developers,Let���s play rock paper scissors,,هيا نلعب بمقص الورق الصخري
Social Media,Can you describe the different types of social media platforms and their unique features?,,هل يمكنك وصف الأنواع المختلفة لمنصات التواصل الاجتماعي وميزاتها الفريدة؟
Social Media,What is the impact of social media on traditional forms of media and advertising?,,ما هو تأثير وسائل التواصل الاجتماعي على الأشكال التقليدية لوسائل الإعلام والإعلان؟
TikTok Creators,Create a TikTok video showcasing your favorite hobby and how you got into it,,أنشئ مقطع فيديو على TikTok يعرض هوايتك المفضلة وكيف مارستها
Facebook Creators,Share a photo of something that brings you joy and explain why.,,شارك بصورة لشيء يجلب لك السعادة واشرح السبب.
Facebook Creators,How to make the perfect cake in under 5 minutes,,كيفية صنع الكعكة المثالية في أقل من 5 دقائق
Web Development,Develop an architecture and code for a <website description> website with JavaScript.,,قم بتطوير بنية ورمز لموقع ويب <وصف موقع الويب> باستخدام JavaScript.
Web Development,What is the difference between responsive and adaptive design?,,ما الفرق بين التصميم سريع الاستجابة والتكيف؟
Web Development,Can you explain the concept of the Single Page Application (SPA)?,,هل يمكنك شرح مفهوم تطبيق الصفحة الواحدة (SPA)؟
Teachers,What difficulties do children have when learning about passive voice?,,ما هي الصعوبات التي يواجهها الأطفال عند تعلم الصوت السلبي؟
Teachers,How can teachers use technology in the classroom to enhance student learning?,,كيف يمكن للمعلمين استخدام التكنولوجيا في الفصل الدراسي لتعزيز تعلم الطلاب؟
For Fun,Tell me a joke about [topic of your choice],,أخبرني نكتة عن [موضوع من اختيارك]
For Fun,Come up with a 14-day itinerary for a trip to Germany. The first suggested attraction should be ���Take a tour of the Reichstag Building in Berlin.,,"حدد خط سير رحلة مدته 14 يومًا لرحلة إلى ألمانيا. يجب أن يكون عامل الجذب الأول المقترح هو ""قم بجولة في مبنى الرايخستاغ في برلين""."
Food and Cooking,I am a vegan and I am looking for healthy dinner ideas.,,أنا نباتي وأبحث عن أفكار عشاء صحية.
Food and Cooking,How can I make a perfect steak?,,كيف يمكنني تحضير شريحة لحم مثالية؟
Food and Cooking,What are the health benefits of eating different colored fruits and vegetables?,,ما هي الفوائد الصحية لتناول الفواكه والخضروات الملونة المختلفة؟
Creativity and Productivity,"How to create a daily schedule: Having a daily schedule can help you stay organized and productive, and ChatGPT can provide tips and templates for creating a schedule that works for you. You can try these daily routines with ChatGPT.",,"كيفية إنشاء جدول يومي: يمكن أن يساعدك وجود جدول يومي في البقاء منظمًا ومنتجًا، ويمكن لـ ChatGPT تقديم النصائح والنماذج لإنشاء جدول يناسبك. يمكنك تجربة هذه الإجراءات اليومية مع ChatGPT."
Creativity and Productivity,"How to create a marketing plan: If you���re launching a new product or service, ChatGPT can help you create a marketing plan that will help you reach your target audience and achieve your business goals.",,"كيفية إنشاء خطة تسويقية: إذا كنت تطلق منتجًا أو خدمة جديدة، فيمكن أن يساعدك ChatGPT في إنشاء خطة تسويق تساعدك في الوصول إلى جمهورك المستهدف وتحقيق أهداف عملك."
Creativity and Productivity,"How to buy a domain name: Buying a domain name is an important step in creating a website, and ChatGPT can guide you on selecting an available domain name and purchasing it.",,"كيفية شراء اسم النطاق: يعد شراء اسم النطاق خطوة مهمة في إنشاء موقع ويب، ويمكن لـ ChatGPT إرشادك حول اختيار اسم النطاق المتاح وشرائه."
Creativity and Productivity,"How to buy a used appliance: Buying a used appliance can be a daunting task, but ChatGPT can provide advice on researching different models, inspecting the appliance, and negotiating a fair price.",,"كيفية شراء جهاز مستعمل: يمكن أن يكون شراء جهاز مستعمل مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن نماذج مختلفة، وفحص الجهاز، والتفاوض على سعر عادل."
Creativity and Productivity,"How to buy a used boat: Buying a used boat can be a daunting task, but ChatGPT can provide advice on researching different models, inspecting the boat, and negotiating a fair price, as well as understanding the necessary safety and maintenance measures re",,"كيفية شراء قارب مستعمل: يمكن أن يكون شراء قارب مستعمل مهمة شاقة، ولكن يمكن لـ ChatGPT تقديم المشورة بشأن البحث عن نماذج مختلفة، وفحص القارب، والتفاوض على سعر عادل، بالإضافة إلى فهم تدابير السلامة والصيانة اللازمة فيما يتعلق"
